Bread,Fluffy
Dairy,14.74
Bread,8.11
Dairy,6.21
Dairy,14.79
Bread,4.19
Dairy,13.47
Bread,4.34
Dairy,5.73
Bread,5.81
Dairy,9.57
Dairy,5.60
Dairy,5.86
Bread,9.70
Bread,11.84
Dairy,12.60
Bread,4.31
Bread,7.65
Bread,7.65
Dairy,1.64
Dairy,11.36
Bread,7.33
Bread,2.95
Bread,Delci
Bread,13.63
Bread,4.10
Dairy,4.64
Dairy,3.58
Bread,7.77
Dairy,7.91
Dairy,8.36
Bread,14.27
Bread,7.14
Dairy,13.19
Bread,9.08
Bread,8.39
Bread,7.10
Bread,6.09
Bread,8.25
Dairy,9.06
Dairy,2.63
Dairy,Fluffy
Bread,12.21
Dairy,10.33
Bread,14.86
Dairy,0.86
Bread,10.68
Bread,2.05
Bread,3.28
Bread,11.45
Bread,10.42
Bread,5.03
Bread,14.43
Bread,8.13
Dairy,6.48
Bread,1.33
Bread,0.85
Dairy,10.04
Dairy,9.24
Dairy,Delci
Bread,5.61
Dairy,8.58
Bread,12.53
Dairy,1.92
Dairy,Squirrels
Delci,1.07
Dairy,11.00
Dairy,10.42
Dairy,5.01
Bread,0.87
Dairy,5.42
Dairy,8.64
Bread,11.54
Bread,2.61
Dairy,8.49
Dairy,13.85
Bread,6.06
Dairy,4.27
Dairy,1.17
Bread,13.71
Dairy,12.63
Fluffy,6.61
Dairy,5.36
Bread,11.95
Bread,10.71
Dairy,3.72
Bread,5.00
Dairy,13.56
Dairy,2.67
Dairy,Delci
Dairy,Fluffy
Bread,7.66
Bread,Squirrels
Dairy,14.28
Dairy,1.94
Bread,12.33
Bread,1.56
Dairy,0.91
Dairy,1.97
Bread,Squirrels
Dairy,1.88
Bread,14.73
Bread,3.90
Dairy,14.16
Dairy,12.62
Dairy,13.61
Dairy,3.70
Dairy,Delci
Dairy,6.47
Bread,Fluffy
Bread,11.83
Dairy,10.15
Dairy,7.15
Bread,3.40
Bread,13.52
Bread,Delci
Bread,13.47
Bread,12.21
Dairy,12.39
Dairy,12.43
Dairy,12.38
Dairy,9.29
Bread,5.89
Bread,11.50
Bread,5.08
Delci,6.98
Dairy,12.84
Bread,0.95
Dairy,9.81
Dairy,10.76
Dairy,8.72
Dairy,8.78
Dairy,3.40
Bread,6.46
Dairy,2.46
Bread,5.17
Bread,2.91
Dairy,0.93
Dairy,13.66
Dairy,8.99
Bread,Delci
Bread,12.03
Bread,3.27
Bread,2.66
Bread,5.37
Dairy,9.73
Bread,10.82
Delci,3.33
Dairy,7.65
Dairy,12.08
Dairy,7.72
Bread,Squirrels
Dairy,2.53
Dairy,13.76
Dairy,12.16
Bread,10.27
Bread,5.20
Dairy,Fluffy
Dairy,Fluffy
Dairy,1.54
Bread,3.10
Dairy,5.92
Bread,3.13
Dairy,12.71
Dairy,1.29
Bread,4.72
Dairy,7.88
Dairy,3.10
Bread,13.72
Bread,9.73
Bread,15.00
Bread,2.81
Bread,7.72
Dairy,3.38
Dairy,6.78
Bread,9.39
Bread,0.88
Bread,3.77
Dairy,6.64
Dairy,4.60
Bread,13.55
Bread,3.92
Dairy,1.88
Dairy,1.36
Dairy,2.84
Bread,2.41
Fluffy,7.07
Dairy,1.39
Bread,11.36
Dairy,7.21
Bread,12.81
Dairy,1.00
Dairy,12.76
Dairy,12.40
Bread,8.19
Dairy,8.28
Bread,5.70
Dairy,10.75
Bread,13.05
Bread,13.31
Dairy,10.50
Dairy,6.65
Bread,13.59
Dairy,4.22
Bread,7.38
Bread,8.53
Dairy,4.36
Dairy,10.57
Bread,14.29
Dairy,Delci
Dairy,13.38
Bread,5.81
Dairy,12.58
Bread,3.35
Bread,8.24
Dairy,Delci
Bread,2.20
Bread,3.04
Bread,14.68
Fluffy,11.16
Bread,4.74
Dairy,2.26
Bread,3.51
Bread,5.20
Dairy,6.10
Bread,2.68
Dairy,14.01
Bread,2.93
Dairy,13.75
Dairy,12.61
Bread,6.57
Bread,4.15
Bread,1.31
Squirrels,6.75
Delci,4.93
Dairy,11.85
Dairy,8.63
Bread,9.96
Dairy,14.17
Bread,8.91
Dairy,11.27
Bread,7.68
Dairy,7.91
Bread,7.71
Bread,9.91
Bread,1.60
Bread,10.34
Dairy,7.44
Bread,3.48
Dairy,12.42
Bread,12.85
Dairy,3.00
Bread,8.31
Bread,5.72
Bread,6.71
Squirrels,4.49
Dairy,8.05
Bread,6.28
Delci,11.79
Dairy,14.12
Bread,13.57
Bread,6.00
Bread,Squirrels
Bread,10.92
Bread,11.00
Bread,6.66
Dairy,2.54
Dairy,Fluffy
Delci,14.82
Dairy,10.50
Dairy,8.04
Bread,8.35
Dairy,3.60
Bread,10.98
Dairy,4.25
Bread,12.65
Dairy,1.70
Dairy,11.92
Dairy,4.70
Dairy,4.18
Bread,8.98
Dairy,14.61
Dairy,3.30
Dairy,9.26
Dairy,3.10
Dairy,1.66
Bread,14.18
Dairy,14.78
Dairy,6.76
Bread,8.62
Bread,15.00
Bread,2.11
Bread,Fluffy
Bread,9.86
Dairy,13.22
Dairy,1.93
Fluffy,14.87
Bread,2.49
Dairy,3.05
Bread,1.70
Bread,11.33
Dairy,5.40
Squirrels,6.53
Bread,2.93
Dairy,10.51
Bread,1.36
Bread,11.99
Bread,4.83
Dairy,3.91
Bread,12.76
Dairy,4.60
Dairy,4.64
Bread,8.88
Bread,Squirrels
Dairy,5.44
Bread,6.94
Dairy,9.51
Bread,14.59
Dairy,9.67
Bread,6.27
Dairy,1.38
Squirrels,14.40
Bread,7.54
Bread,2.49
Bread,13.36
Bread,3.60
Bread,3.23
Dairy,0.86
Dairy,Squirrels
Dairy,12.70
Dairy,2.17
Dairy,10.17
Bread,7.19
Fluffy,11.95
Bread,9.93
Bread,Delci
Dairy,1.16
Bread,3.24
Bread,1.92
Bread,12.41
Dairy,12.83
Dairy,Fluffy
Dairy,4.03
Dairy,12.81
Dairy,9.59
Bread,13.07
Dairy,11.50
Bread,12.06
Dairy,2.31
Dairy,Fluffy
Dairy,4.16
Bread,5.77
Bread,10.93
Dairy,6.81
Dairy,Fluffy
Delci,8.47
Dairy,14.60
Dairy,9.40
Bread,Fluffy
Bread,11.50
Dairy,7.59
Bread,Fluffy
Delci,5.99
Bread,5.99
Dairy,14.93
Dairy,8.03
Dairy,8.48
Bread,2.27
Dairy,6.85
Dairy,12.50
Dairy,7.92
Dairy,14.02
Bread,11.77
Dairy,13.67
Bread,8.98
Bread,Squirrels
Dairy,7.70
Dairy,3.51
Dairy,9.32
Dairy,3.87
Bread,9.70
Bread,6.47
Bread,6.44
Bread,10.84
Fluffy,8.85
Dairy,5.21
Dairy,14.77
Dairy,10.61
Dairy,Delci
Bread,5.85
Bread,12.77
Squirrels,4.42
Dairy,4.17
Dairy,1.64
Bread,13.88
Dairy,8.54
Dairy,Delci
Dairy,Fluffy
Bread,4.20
Dairy,10.54
Dairy,1.83
Dairy,Squirrels
Bread,12.77
Dairy,Squirrels
Bread,14.14
Bread,9.30
Bread,3.17
Dairy,5.85
Dairy,3.26
Bread,10.01
Bread,2.67
Bread,2.38
Dairy,Fluffy
Dairy,8.61
Dairy,3.19
Bread,8.66
Dairy,8.46
Bread,7.47
Bread,4.54
Dairy,2.77
Dairy,10.35
Bread,13.58
Bread,9.22
Dairy,14.84
Dairy,5.60
Bread,Squirrels
Bread,Squirrels
Bread,10.82
Bread,11.42
Dairy,8.50
Squirrels,12.42
Dairy,14.01
Dairy,10.51
Bread,5.19
Bread,12.87
Bread,4.04
Bread,12.08
Dairy,8.74
Dairy,7.37
Bread,6.40
Bread,6.13
Bread,9.61
Bread,12.69
Bread,Delci
Bread,8.92
Dairy,2.36
Dairy,6.41
Bread,5.94
Bread,1.22
Bread,Fluffy
Bread,6.77
Dairy,7.40
Dairy,5.35
Bread,9.54
Dairy,9.47
Dairy,Squirrels
Dairy,8.78
Dairy,4.92
Bread,4.86
Dairy,Delci
Bread,Fluffy
Dairy,2.95
Dairy,13.61
Dairy,9.70
Bread,4.28
Dairy,9.25
Dairy,13.05
Bread,3.86
Dairy,7.30
Dairy,8.90
Dairy,14.68
Bread,7.41
Bread,14.82
Bread,6.53
Dairy,3.89
Dairy,1.86
Dairy,13.68
Squirrels,3.10
Dairy,13.86
Bread,4.75
Dairy,9.71
Dairy,7.53
Dairy,3.75
Dairy,12.56
Bread,8.37
Bread,14.10
Dairy,14.19
Dairy,13.12
Bread,12.97
Dairy,3.15
Dairy,5.51
Bread,9.71
Bread,8.26
Dairy,14.88
Dairy,1.83
Bread,6.37
Dairy,13.12
Bread,3.87
Dairy,4.52
Dairy,Squirrels
Squirrels,7.98
Dairy,14.85
Dairy,2.36
Bread,4.47
Bread,3.62
Dairy,7.39
Dairy,8.12
Dairy,12.97
Dairy,10.12
Dairy,5.39
Bread,Fluffy
Dairy,4.48
Bread,9.76
Dairy,2.04
Bread,12.05
Dairy,8.08
Dairy,8.09
Dairy,8.69
Bread,11.61
Bread,3.84
Bread,4.20
Dairy,6.12
Bread,14.65
Dairy,11.38
Bread,13.52
Dairy,2.52
Delci,13.26
Dairy,3.74
Bread,3.80
Dairy,10.17
Bread,3.55
Bread,13.02
Bread,1.83
Dairy,14.86
Bread,1.04
Dairy,11.08
Dairy,12.94
Bread,9.84
Bread,4.65
Dairy,13.45
Dairy,10.00
Bread,5.22
Bread,6.11
Bread,14.72
Bread,13.48
Dairy,4.12
Bread,12.56
Bread,8.00
Bread,5.15
Bread,5.30
Bread,12.66
Delci,1.69
Dairy,9.23
Bread,7.51
Bread,2.88
Bread,1.25
Bread,5.31
Dairy,11.71
Bread,12.99
Bread,2.70
Dairy,5.64
Dairy,14.23
Bread,3.52
Dairy,3.94
Dairy,6.34
Bread,9.47
Dairy,4.94
Dairy,5.37
Bread,10.81
Bread,12.70
Dairy,11.01
Dairy,9.25
Bread,10.73
Dairy,Delci
Dairy,2.42
Bread,3.68
Bread,14.83
Dairy,Fluffy
Bread,11.34
Bread,Fluffy
Bread,6.38
Bread,8.01
Dairy,9.75
Dairy,4.09
Bread,8.88
Delci,3.83
Bread,13.24
Dairy,8.54
Dairy,Fluffy
Dairy,4.07
Dairy,4.21
Bread,5.31
Bread,3.71
Delci,10.82
Dairy,2.05
Bread,14.13
Bread,9.14
Bread,6.34
Dairy,1.22
Dairy,14.57
Bread,11.12
Delci,4.30
Dairy,9.44
Bread,2.16
Dairy,5.04
Dairy,9.98
Bread,1.58
Bread,Fluffy
Bread,6.38
Dairy,6.76
Bread,Delci
Dairy,13.26
Bread,11.67
Bread,4.31
Dairy,5.04
Bread,1.07
Bread,9.32
Dairy,6.90
Dairy,4.31
Dairy,7.95
Squirrels,13.30
Dairy,12.37
Bread,5.50
Bread,1.01
Dairy,10.91
Dairy,6.71
Dairy,7.37
Bread,4.99
Dairy,13.65
Bread,8.50
Dairy,6.24
Squirrels,2.10
Dairy,7.23
Bread,Squirrels
Bread,11.16
Bread,2.76
Bread,9.11
Bread,10.85
Dairy,8.55
Bread,Delci
Dairy,Squirrels
Bread,3.18
Bread,6.01
Bread,11.03
Bread,7.67
Bread,13.37
Dairy,1.27
Bread,14.26
Dairy,5.65
Dairy,10.06
Bread,8.97
Bread,10.19
Dairy,1.09
Dairy,13.45
Bread,10.37
Dairy,7.13
Bread,1.24
Dairy,4.77
Bread,9.48
Bread,3.19
Dairy,14.84
Bread,5.95
Dairy,10.89
Bread,2.00
Bread,11.04
Dairy,4.88
Dairy,8.92
Bread,9.84
Bread,7.99
Bread,4.87
Bread,3.10
Bread,10.60
Bread,7.59
Dairy,3.15
Bread,9.28
Dairy,8.31
Dairy,12.03
Bread,8.53
Bread,3.44
Bread,1.82
Squirrels,6.56
Dairy,12.02
Dairy,8.10
Dairy,Delci
Dairy,13.63
Dairy,11.18
Dairy,10.64
Dairy,6.08
Dairy,8.20
Dairy,2.93
Bread,Delci
Bread,6.91
Bread,11.38
Bread,8.89
Bread,14.94
Bread,10.48
Bread,10.40
Bread,10.09
Dairy,12.81
Squirrels,2.56
Dairy,4.86
Dairy,10.77
Dairy,6.86
Dairy,2.76
Dairy,6.02
Dairy,13.04
Dairy,10.21
Dairy,12.04
Dairy,1.34
Bread,14.18
Dairy,10.82
Bread,7.07
Bread,11.30
Dairy,13.00
Bread,3.97
Dairy,Squirrels
Dairy,11.67
Dairy,5.90
Dairy,4.37
Bread,10.59
Dairy,1.37
Dairy,7.59
Bread,10.39
Bread,Fluffy
Bread,10.72
Bread,10.96
Dairy,12.92
Dairy,14.38
Bread,14.18
Bread,5.15
Bread,11.00
Bread,Fluffy
Dairy,3.16
Dairy,12.99
Bread,3.17
Dairy,11.73
Bread,14.42
Bread,8.04
Bread,2.43
Fluffy,11.49
Dairy,12.35
Bread,4.61
Bread,14.34
Dairy,1.10
Dairy,Fluffy
Bread,5.09
Dairy,11.41
Dairy,12.98
Dairy,0.81
Bread,4.07
Dairy,3.35
Dairy,8.54
Dairy,4.07
Bread,4.39
Bread,2.92
Dairy,7.65
Dairy,14.88
Dairy,Squirrels
Dairy,9.45
Bread,0.81
Dairy,6.46
Dairy,0.91
Bread,6.89
Dairy,3.32
Dairy,9.21
Dairy,11.64
Dairy,11.42
Dairy,8.39
Bread,2.08
Bread,7.74
Bread,8.58
Dairy,14.07
Bread,Fluffy
Dairy,2.89
Delci,2.67
Dairy,12.52
Dairy,7.11
Dairy,12.30
Delci,4.08
Dairy,14.56
Dairy,2.73
Bread,Fluffy
Dairy,1.02
Bread,11.20
Dairy,9.33
Bread,14.56
Bread,2.76
Bread,4.47
Dairy,12.11
Bread,9.75
Bread,3.87
Dairy,8.37
Bread,13.13
Dairy,4.37
Dairy,7.68
Dairy,2.18
Dairy,2.02
Dairy,1.31
Dairy,14.44
Dairy,4.13
Squirrels,4.92
Bread,Delci
Dairy,11.99
Bread,12.44
Dairy,5.60
Dairy,2.52
Dairy,9.61
Bread,10.33
Dairy,3.03
Bread,11.65
Bread,11.70
Bread,9.72
Dairy,2.48
Dairy,12.13
Bread,12.80
Dairy,3.63
Bread,5.08
Dairy,2.65
Bread,Fluffy
Bread,1.92
Bread,7.38
Bread,Fluffy
Bread,Squirrels
Dairy,Squirrels
Bread,5.04
Bread,3.43
Dairy,13.63
Dairy,1.87
Dairy,8.20
Dairy,6.86
Bread,8.32
Dairy,10.14
Dairy,1.38
Bread,7.64
Dairy,6.26
Dairy,Delci
Bread,8.64
Dairy,Squirrels
Bread,12.06
Dairy,2.70
Bread,1.97
Bread,1.90
Dairy,12.70
Dairy,8.96
Dairy,13.32
Bread,Delci
Bread,5.87
Dairy,12.20
Dairy,6.39
Dairy,Delci
Dairy,4.40
Dairy,12.37
Bread,12.49
Dairy,6.25
Bread,12.43
Dairy,5.10
Dairy,14.14
Bread,1.85
Bread,10.35
Bread,3.32
Bread,12.94
Dairy,7.93
Dairy,1.41
Dairy,3.06
Bread,3.74
Dairy,2.58
Bread,7.42
Dairy,10.68
Dairy,4.22
Bread,0.98
Bread,13.60
Bread,7.56
Bread,12.06
Bread,13.69
Bread,11.76
Bread,4.10
Bread,14.22
Bread,9.65
Bread,8.41
Fluffy,3.66
Bread,0.86
Bread,8.65
Bread,Delci
Bread,11.03
Bread,1.96
Dairy,Fluffy
Delci,12.75
Bread,13.30
Bread,0.89
Bread,1.75
Dairy,9.60
Bread,Squirrels
Dairy,14.81
Bread,5.15
Fluffy,5.22
Dairy,7.60
Bread,11.68
Dairy,12.44
Delci,8.14
Dairy,10.74
Bread,5.93
Dairy,5.82
Bread,Fluffy
Dairy,3.19
Dairy,1.61
Dairy,9.30
Dairy,8.99
Bread,6.93
Bread,5.23
Dairy,9.65
Dairy,1.38
Dairy,10.06
Dairy,Delci
Dairy,13.04
Bread,8.20
Dairy,Delci
Dairy,3.53
Bread,11.37
Dairy,8.78
Dairy,10.36
Dairy,1.75
Bread,9.75
Dairy,1.51
Dairy,1.36
Bread,13.76
Dairy,14.79
Dairy,7.60
Dairy,2.17
Bread,7.85
Bread,4.26
Bread,13.11
Bread,11.85
Bread,13.12
Bread,3.02
Bread,6.50
Dairy,12.05
Bread,7.98
Dairy,4.03
Delci,1.82
Dairy,14.72
Dairy,5.17
Dairy,9.19
Bread,14.41
Bread,9.63
Dairy,4.22
Dairy,Fluffy
Dairy,Fluffy
Dairy,5.29
Delci,12.99
Dairy,10.93
Bread,12.02
Bread,13.69
Dairy,2.33
Bread,3.60
Dairy,13.71
Dairy,10.93
Bread,13.04
Dairy,5.23
Dairy,5.60
Bread,4.73
Bread,3.03
Bread,13.86
Dairy,6.07
Dairy,14.33
Dairy,1.78
Bread,10.70
Dairy,5.36
Dairy,14.04
Dairy,7.32
Bread,9.10
Dairy,Squirrels
Bread,11.79
Dairy,4.11
Bread,2.22
Bread,10.90
Dairy,Fluffy
Dairy,7.41
Bread,14.54
Dairy,5.92
Bread,Fluffy
Bread,12.15
Bread,Squirrels
Dairy,7.24
Dairy,6.60
Bread,0.81
Bread,3.65
Bread,9.44
Dairy,6.59
Bread,2.17
Bread,6.41
Bread,1.68
Bread,10.81
Dairy,7.56
Bread,12.07
Dairy,14.04
Dairy,14.15
Bread,Delci
Bread,6.07
Bread,7.61
Bread,6.10
Dairy,3.64
Bread,8.70
Bread,9.07
Bread,14.26
Dairy,14.72
Bread,3.89
Fluffy,8.60
Dairy,1.94
Bread,8.72
Dairy,14.31
Bread,10.76
Dairy,14.66
Dairy,13.92
Bread,9.38
Bread,1.38
Bread,9.03
Bread,6.14
Bread,5.38
Bread,5.22
Bread,6.21
Dairy,10.23
Bread,9.23
Dairy,1.49
Dairy,11.99
Dairy,7.28
Dairy,14.64
Dairy,8.02
Bread,7.47
Dairy,14.28
Dairy,1.78
Bread,11.15
Dairy,3.16
Dairy,14.74
Bread,6.31
Dairy,2.33
Dairy,2.28
Dairy,10.53
Bread,14.89
Bread,13.06
Bread,11.64
Dairy,Fluffy
Bread,8.70
Bread,11.24
Bread,8.61
Dairy,5.48
Dairy,9.46
Dairy,9.33
Bread,12.68
Dairy,5.25
Bread,13.08
Bread,10.71
Dairy,3.24
Bread,3.40
Dairy,13.06
Squirrels,13.73
Delci,11.23
Dairy,8.72
Bread,12.80
Dairy,3.20
Bread,8.68
Dairy,5.78
Delci,13.03
Bread,7.13
Bread,8.05
Squirrels,14.75
Dairy,1.82
Bread,9.23
Dairy,5.01
Dairy,3.38
Dairy,3.46
Bread,1.71
Bread,8.20
Dairy,Delci
Dairy,5.34
Dairy,4.68
Dairy,0.84
Bread,Delci
Bread,6.99
Dairy,9.57
Dairy,1.01
Dairy,7.52
Dairy,7.39
Bread,6.21
Bread,Squirrels
Bread,11.87
Bread,Delci
Dairy,1.72
Bread,4.33
Dairy,4.83
Dairy,Squirrels
Squirrels,12.91
Dairy,Squirrels
Bread,4.71
Fluffy,1.08
Dairy,5.52
Dairy,0.98
Dairy,0.95
Dairy,3.46
Dairy,5.99
Bread,2.68
Dairy,6.68
Bread,4.90
Bread,13.43
Dairy,4.30
Dairy,12.02
Dairy,6.94
Bread,10.41
Bread,13.65
Bread,14.19
Bread,12.39
Bread,10.00
Bread,11.79
Bread,12.39
Dairy,2.60
Dairy,7.40
Bread,Squirrels
Bread,11.85
Dairy,7.83
Dairy,6.11
Dairy,10.60
Dairy,14.71
Fluffy,7.72
Bread,3.16
Bread,Delci
Bread,10.37
Dairy,13.70
Bread,2.07
Dairy,13.28
Bread,9.67
Bread,10.00
Bread,8.80
Dairy,6.90
Bread,8.46
Dairy,3.32
Dairy,4.65
Squirrels,1.57
Dairy,4.98
Dairy,14.13
Bread,9.91
Dairy,5.73
Dairy,Fluffy
Dairy,5.53
Bread,14.60
Dairy,4.52
Dairy,11.15
Dairy,4.71
Bread,8.75
Dairy,1.47
Dairy,6.11
Dairy,2.71
Bread,3.05
Bread,9.48
Bread,10.93
Dairy,13.36
Fluffy,13.29
Bread,Fluffy
Bread,12.12
Dairy,9.87
Dairy,Delci
Dairy,1.31
Bread,0.97
Fluffy,5.65
Dairy,5.48
Bread,6.18
Dairy,7.76
Dairy,4.52
Bread,11.35
Dairy,12.68
Dairy,12.84
Dairy,Fluffy
Dairy,11.46
Dairy,13.82
Dairy,1.52
Dairy,Delci
Bread,10.84
Dairy,1.99
Dairy,6.43
Bread,3.42
Bread,5.48
Dairy,6.56
Bread,13.49
Bread,9.44
Bread,5.40
Bread,12.75
Bread,1.61
Bread,Fluffy
Bread,1.36
Dairy,1.19
Bread,10.61
Squirrels,9.28
Dairy,4.05
Dairy,8.75
Delci,12.97
Bread,6.40
Bread,5.33
Bread,6.71
Bread,9.62
Dairy,10.47
Dairy,5.92
Dairy,13.25
Dairy,13.10
Dairy,6.82
Bread,11.91
Bread,2.60
Bread,12.17
Dairy,10.18
Dairy,3.23
Bread,3.72
Dairy,10.84
Bread,2.07
Bread,0.83
Bread,7.00
Dairy,7.77
Dairy,7.82
Bread,0.94
Dairy,12.17
Bread,6.44
Dairy,7.83
Dairy,5.10
Bread,Squirrels
Dairy,4.20
Bread,12.65
Bread,14.69
Bread,8.38
Dairy,13.68
Bread,12.08
Dairy,6.53
Dairy,14.41
Dairy,9.33
Dairy,13.16
Delci,12.16
Bread,2.30
Bread,7.37
Dairy,7.29
Bread,14.57
Dairy,9.32
Dairy,13.29
Bread,4.60
Dairy,2.77
Dairy,7.11
Dairy,2.51
Dairy,2.71
Bread,Fluffy
